ORIENTATION_X,ORIENTATION_Y,ORIENTATION_Z
-78.9,-38.8,266.1
-80.4,-34.9,280.1
-82.2,-36.1,286.7
-82.2,-30.4,296.3
-84.0,-7.0,316.1
-82.2,-7.8,312.0
-80.9,-19.9,296.2
-80.5,-29.7,285.7
-81.3,-40.6,277.5
-82.8,-45.7,273.3
-80.6,-37.5,281.1
-80.0,-42.4,275.8
-80.0,-46.1,271.1
-80.0,-42.2,272.8
-81.2,-43.6,271.6
-82.7,-44.6,269.1
-83.3,-38.5,273.6
-83.3,-32.3,279.8
-82.5,-31.3,280.3
-81.7,-31.2,279.2
-81.7,-35.4,276.0
-82.2,-42.1,269.6
-83.8,-42.8,267.8
-84.9,-46.7,264.4
-84.5,-38.2,275.1
-82.7,-24.6,290.3
-83.4,-20.9,297.0
-84.8,-27.0,290.3
-83.2,-33.7,287.4
-82.6,-29.7,292.7
-82.1,-16.6,303.5
-79.8,-18.0,299.7
-78.6,-18.6,295.9
-79.6,-19.0,289.9
-80.8,-20.3,283.8
-82.5,-24.1,272.2
-82.9,-28.2,267.4
-82.5,-23.5,266.0
-82.0,-12.7,274.8
-82.3,-15.6,268.9
-81.4,-10.2,271.4
-80.9,-6.6,274.7
-80.7,-2.6,274.2
-80.1,-4.0,270.6
-80.2,-7.8,266.6
-82.0,-21.2,249.0
-82.6,-23.0,245.8
-82.6,-27.2,241.4
-81.8,-28.3,241.6
-80.9,-18.6,252.3
-80.4,-16.3,253.8
-82.0,-22.3,245.5
-82.6,-24.2,244.3
-82.2,-20.8,247.4
-81.3,-16.1,247.5
-79.9,-16.3,246.1
-79.4,-15.9,247.5
-79.9,-16.3,246.1
-80.9,-20.8,242.4
-80.5,-22.5,240.3
-81.4,-25.7,236.8
-81.0,-23.7,238.1
-79.7,-21.9,240.6
-80.6,-24.0,239.2
-82.4,-26.8,236.3
-83.3,-27.7,232.7
-82.8,-19.5,234.8
-80.4,-12.2,237.7
-78.7,-9.3,237.9
-77.9,-10.8,234.5
-79.1,-13.5,229.8
-77.8,-13.2,228.3
-78.2,-16.6,222.6
-78.0,-13.2,227.8
-77.0,-12.3,227.9
-76.0,-11.4,226.8
-76.3,-11.4,229.4
-78.5,-14.3,227.8
-80.7,-17.0,226.7
-80.1,-11.7,231.7
-78.8,-11.9,231.1
-77.5,-12.0,228.4
-76.0,-10.2,227.8
-75.8,-9.7,229.8
-78.7,-13.5,230.1
-80.1,-18.6,224.7
-80.1,-19.9,224.5
-79.9,-16.5,228.8
-80.8,-17.4,226.4
-81.3,-22.4,219.9
-80.2,-24.4,217.6
-81.1,-21.8,221.1
-81.5,-25.6,217.7
-82.6,-28.1,213.8
-83.1,-28.7,212.8
-82.2,-24.3,215.7
-82.3,-16.5,217.9
-81.6,-14.5,218.2
-81.3,-13.7,217.8
-80.8,-15.5,214.6
-81.3,-23.2,209.2
-79.7,-25.5,206.6
-80.4,-21.4,208.2
-80.7,-21.9,209.0
-79.8,-19.0,211.2
-80.4,-18.1,213.4
-82.1,-29.0,205.6
-82.8,-32.1,199.5
-81.1,-28.5,203.5
-82.9,-23.1,205.5
-81.5,-21.1,204.6
-80.3,-18.7,205.0
-80.7,-20.1,202.7
-81.9,-24.6,198.0
-81.6,-25.4,196.0
-82.0,-31.7,189.3
-82.1,-27.5,193.2
-81.5,-21.8,197.2
-81.7,-23.1,195.8
-83.2,-29.0,191.0
-81.8,-24.9,195.5
-82.8,-24.6,192.7
-82.5,-21.5,194.1
-80.2,-17.7,194.2
-79.8,-19.5,192.0
-81.3,-19.7,191.4
-81.1,-16.3,194.2
-80.3,-19.8,191.8
-80.4,-15.3,197.3
-80.5,-10.2,203.2
-78.8,-8.1,206.7
-77.9,-10.3,205.5
-78.3,-11.6,203.6
-77.3,-21.0,191.7
-76.9,-17.4,197.9
-77.0,-16.4,195.0
-76.9,-18.1,193.6
-80.8,-24.8,189.5
-80.7,-31.9,178.3
-81.1,-38.6,173.9
-80.8,-33.4,177.5
-80.8,-30.9,182.0
-81.0,-24.3,189.1
-81.0,-24.2,188.0
-82.4,-35.4,174.9
-79.4,-31.9,173.9
-79.8,-23.1,180.7
-78.8,-23.7,178.7
-79.9,-25.9,174.6
-81.0,-28.3,171.7
-80.4,-25.9,174.5
-79.4,-16.6,183.2
-81.1,-14.1,185.5
-83.2,-18.0,181.5
-82.5,-26.1,170.7
-81.7,-21.9,174.1
-80.5,-27.9,167.7
-76.8,-16.6,177.5
-78.2,-19.0,173.1
-77.1,-23.0,168.1
-77.1,-24.7,168.4
-74.8,-24.3,166.1
-74.7,-22.9,167.6
-73.7,-20.3,166.5
-73.7,-21.4,167.4
-73.9,-29.6,162.7
-75.5,-34.2,161.8
-75.2,-34.5,160.1
-75.3,-30.4,164.5
-74.7,-30.9,164.4
-75.6,-35.6,161.6
-76.8,-37.5,161.4
-77.5,-37.0,166.3
-77.7,-38.0,166.0
-78.2,-38.4,167.9
-76.2,-30.8,175.9
-76.5,-32.0,174.9
-76.6,-31.7,175.1
-77.2,-30.0,178.6
-77.1,-23.1,189.5
-78.8,-24.7,187.5
-77.4,-26.5,183.0
-77.5,-33.1,175.4
-78.1,-38.7,168.6
-78.8,-38.9,167.5
-78.3,-31.6,174.4
-76.8,-28.3,179.3
-77.6,-24.4,181.8
-78.6,-24.1,184.3
-78.7,-33.1,175.4
-78.8,-37.4,176.0
-78.9,-28.6,185.2
-80.7,-26.6,186.6
-79.2,-27.6,187.4
-78.9,-31.0,185.5
-79.3,-31.8,186.3
-80.4,-30.9,187.1
-80.7,-25.2,193.5
-79.6,-28.2,193.0
-78.1,-27.3,194.6
-80.4,-24.7,196.2
-82.4,-32.0,188.0
-83.1,-41.0,177.6
-84.3,-33.3,183.6
-82.6,-26.1,190.9
-81.8,-31.2,185.0
-80.2,-44.0,172.5
-81.7,-51.0,167.6
-82.3,-41.7,175.7
-83.4,-36.1,182.1
-80.8,-30.1,185.9
-81.3,-28.0,187.7
-82.5,-33.0,182.8
-82.2,-39.2,176.0
-82.4,-29.7,186.7
-83.1,-23.0,190.5
-80.5,-24.1,186.5
-79.3,-30.2,179.9
-78.4,-35.3,174.1
-80.5,-39.1,173.5
-82.3,-36.9,174.5
-82.4,-41.4,170.3
-80.7,-37.6,173.3
-81.9,-32.3,178.5
-83.1,-31.8,178.1
-83.1,-32.5,176.1
-83.7,-27.9,179.5
-84.2,-25.5,177.2
-80.6,-24.2,177.6
-81.2,-37.1,162.4
-80.7,-48.4,148.8
-79.9,-47.8,151.9
-80.5,-50.0,149.7
-78.6,-50.0,158.0
-77.3,-44.5,163.7
-79.8,-44.4,167.3
-80.0,-50.0,162.4
-80.2,-57.4,156.1
-80.6,-54.2,157.8
-81.9,-55.9,154.1
-80.4,-43.9,164.4
-80.6,-49.4,158.7
-80.6,-55.0,153.0
-82.0,-63.2,145.0
-82.8,-63.9,147.2
-82.6,-70.9,139.9
-82.6,-55.4,151.7
-84.1,-47.1,159.5
-84.7,-37.1,167.9
-84.7,-36.4,169.4
-83.5,-22.4,183.8
-85.9,-22.0,182.7
-82.7,-16.2,187.0
-81.3,-30.0,171.6
-79.6,-35.1,165.9
-79.9,-35.7,166.8
-80.9,-39.5,164.9
-81.0,-35.3,168.5
-79.5,-26.9,179.7
-78.9,-25.2,181.2
-79.0,-29.4,177.6
-79.9,-34.8,172.9
-79.1,-27.6,179.9
-81.1,-14.5,193.6
-80.4,-15.3,193.5
-77.4,-23.1,185.1
-77.3,-28.0,181.1
-78.8,-35.3,175.8
-80.1,-35.0,174.2
-77.8,-33.2,178.2
-78.8,-22.4,189.5
-78.1,-19.4,194.7
-79.8,-18.7,197.1
-80.7,-26.9,188.7
-80.3,-27.1,186.2
-79.3,-22.7,187.1
-79.4,-9.0,198.1
-79.2,-16.2,189.6
-77.9,-23.5,180.4
-77.5,-30.1,174.9
-76.7,-26.6,178.5
-77.4,-24.5,180.3
-76.2,-18.2,187.5
-76.8,-16.9,187.9
-77.2,-20.0,183.3
-76.1,-22.6,180.2
-76.0,-13.9,187.9
-77.0,-14.1,186.7
-76.6,-15.2,183.2
-75.5,-17.6,177.5
-74.5,-18.7,175.2
-75.9,-22.8,171.4
-77.1,-25.9,171.2
-77.2,-25.4,174.9
-77.3,-21.3,179.2
-78.1,-15.4,187.8
-79.1,-22.2,183.0
-79.5,-23.5,180.4
-81.1,-14.4,186.8
-79.6,-10.2,186.5
-78.4,-9.7,186.8
-78.4,-10.4,185.1
-78.8,-24.6,172.8
-80.5,-35.5,163.1
-80.5,-38.0,160.3
-79.6,-30.3,170.8
-79.2,-22.2,176.8
-80.8,-23.3,176.9
-82.1,-30.5,169.7
-82.3,-23.2,178.4
-82.7,-26.1,173.6
-81.8,-30.8,170.1
-80.2,-33.2,172.0
-80.2,-43.4,161.0
-79.0,-41.7,165.7
-79.4,-40.9,165.6
-79.1,-30.9,176.4
-76.7,-25.1,181.9
-75.0,-26.4,183.9
-75.6,-29.9,181.7
-76.8,-32.8,182.0
-77.8,-26.1,190.0
-78.8,-25.7,193.1
-78.8,-26.9,192.1
-78.8,-34.8,183.0
-77.4,-33.0,184.5
-78.8,-36.1,186.6
-79.6,-29.2,191.7
-80.9,-26.4,196.6
-79.1,-22.5,198.7
-78.7,-21.5,198.3
-78.9,-25.5,195.0
-78.0,-25.4,197.2
-76.9,-14.1,209.1
-78.5,-4.7,216.2
-76.3,-3.6,215.2
-74.6,-0.6,219.3
-75.0,-9.9,209.9
-67.4,-10.9,213.7
-75.0,-3.4,220.3
-77.0,-10.3,211.9
-72.7,-17.7,194.1
-71.2,-22.0,178.2
-67.2,-16.9,178.4
-69.7,-13.9,183.2
-75.1,-9.0,192.2
-76.7,-4.9,205.3
-75.2,-0.9,215.8
-69.8,3.0,223.5
-71.4,5.8,229.8
-73.2,9.6,234.4
-75.4,17.2,241.4
-75.4,9.4,232.6
-74.9,7.4,225.1
-74.8,2.4,218.9
-75.2,-2.9,213.6
-76.6,-6.8,206.7
-77.5,-9.1,205.5
-73.6,-14.8,201.6
-75.8,-23.2,193.6
-74.5,-21.6,195.6
-75.2,-16.1,205.2
-76.2,-11.2,209.7
-78.4,-14.0,204.7
-77.4,-16.6,205.6
-77.7,-4.7,214.8
-77.4,-5.1,214.4
-78.3,-1.0,217.5
-80.2,-10.8,210.8
-80.4,-13.0,207.5
-78.5,-11.7,211.5
-79.4,-25.7,197.6
-79.9,-24.4,202.3
-80.1,-22.8,206.0
-80.6,-12.0,216.9
-79.4,-17.5,213.9
-78.2,-18.3,209.2
-77.2,-18.6,207.5
-78.1,-19.7,203.4
-78.8,-20.5,200.6
-79.3,-25.6,197.5
-76.6,-34.7,191.8
-76.3,-36.4,188.1
-76.2,-35.2,191.2
-76.9,-25.2,200.8
-79.3,-27.4,199.6
-82.9,-18.6,205.1
-79.2,-4.9,216.9
-77.8,-3.9,215.7
-78.9,-13.5,207.0
-79.2,-10.1,207.7
-79.5,-11.8,206.3
-78.2,-10.5,210.3
-75.7,-8.7,210.5
-77.0,-22.6,198.5
-77.2,-17.0,205.5
-77.2,-14.3,211.1
-77.5,-8.8,219.4
-77.0,-11.6,215.7
-75.3,-4.4,218.7
-74.3,-2.5,217.5
-76.3,-9.5,210.3
-77.7,-10.6,208.8
-78.9,-14.8,204.6
-78.7,-22.7,199.0
-77.0,-20.4,202.6
-76.5,-21.4,202.9
-76.3,-21.8,203.4
-75.7,-20.3,204.5
-75.8,-13.4,211.5
-75.0,-7.0,216.3
-74.5,-1.2,221.1
-73.8,-3.2,211.9
-74.3,-9.0,206.0
-74.9,-8.0,206.3
-76.0,-12.4,203.0
-71.9,-15.9,199.4
-74.5,-17.2,199.4
-73.6,-17.5,203.4
-73.2,-12.1,211.4
-73.6,-10.3,219.9
-74.7,-2.3,228.4
-72.7,-0.7,227.3
-72.6,2.2,227.0
-72.6,3.3,224.9
-74.0,4.5,224.8
-74.2,2.7,220.4
-75.4,3.3,219.8
-72.0,-12.1,210.6
-73.7,-12.7,211.0
-70.3,1.8,224.4
-70.2,5.2,232.2
-72.9,7.5,234.4
-72.9,10.1,235.5
-68.8,17.7,238.2
-67.5,15.1,233.7
-71.8,5.8,222.3
-75.3,4.7,222.8
-78.3,3.1,223.5
-78.2,-3.5,218.9
-78.0,-8.7,213.1
-77.1,-14.8,209.8
-75.6,-12.2,215.9
-77.2,-17.1,214.3
-78.9,-13.5,219.3
-78.1,-13.6,219.4
-77.2,-6.0,224.1
-75.9,-3.3,227.0
-77.3,-5.4,224.9
-79.3,-11.2,218.5
-77.7,-20.6,211.7
-76.1,-22.7,211.7
-75.7,-30.5,204.9
-74.4,-28.2,208.9
-72.9,-20.6,218.0
-73.1,-19.1,219.3
-74.0,-22.2,215.2
-72.5,-22.2,212.2
-71.4,-21.3,208.0
-72.5,-26.9,202.8
-73.4,-30.6,197.7
-72.9,-36.3,193.4
-72.4,-41.2,190.6
-70.5,-39.5,191.8
-67.1,-41.3,192.3
-66.3,-35.1,197.8
-69.7,-30.0,203.3
-71.5,-28.4,204.7
-72.5,-21.0,209.7
-73.2,-15.7,214.1
-71.8,-12.8,215.0
-72.4,-14.2,212.7
-73.3,-21.2,207.3
-72.4,-21.1,208.6
-69.9,-23.8,208.6
-70.3,-24.3,209.9
-68.8,-25.9,210.3
-68.2,-20.5,217.9
-69.5,-22.5,218.7
-72.3,-14.2,221.9
-69.7,0.4,231.0
-68.5,6.0,232.5
-69.2,-2.0,225.2
-71.3,-6.2,218.2
-73.7,-20.2,205.1
-73.4,-23.1,202.7
-69.6,-20.9,206.3
-68.7,-22.0,207.8
-68.5,-22.5,209.6
-68.5,-17.7,217.8
-69.2,-15.1,220.1
-69.6,-15.8,217.1
-70.5,-9.9,216.4
-70.8,-13.7,211.1
-72.6,-18.0,202.8
-73.6,-21.5,199.1
-74.9,-30.3,193.8
-72.7,-29.1,195.5
-72.1,-25.4,197.9
-71.2,-28.8,199.8
-71.3,-26.9,206.0
-72.6,-23.1,210.6
-74.1,-22.3,208.2
-72.0,-9.3,215.2
-72.1,-7.5,214.1
-74.8,-10.6,208.6
-77.2,-13.6,203.7
-80.1,-23.5,195.1
-76.3,-22.0,198.9
-74.1,-26.5,195.5
-72.7,-25.7,199.4
-70.7,-19.6,208.9
-70.9,-20.4,213.0
-70.9,-15.1,213.2
-68.0,-11.2,217.2
-69.9,-6.9,218.1
-71.9,-13.7,210.1
-72.7,-11.5,211.4
-74.9,-15.1,208.2
-76.0,-27.9,197.1
-70.5,-33.0,193.0
-71.8,-41.0,187.2
-69.1,-45.9,186.9
-67.1,-40.6,191.4
-67.5,-40.2,193.8
-67.7,-30.5,202.7
-69.3,-20.6,206.9
-70.4,-20.0,204.9
-72.2,-23.9,200.6
-72.7,-27.7,194.7
-73.5,-37.3,188.2
-72.1,-42.8,184.8
-71.1,-44.9,183.1
-68.1,-39.3,192.6
-65.9,-37.6,198.9
-65.6,-37.2,201.6
-67.0,-32.8,207.1
-68.1,-31.3,207.5
-73.0,-27.8,204.9
-74.1,-34.5,196.3
-76.6,-30.6,195.5
-78.0,-32.2,195.7
-77.8,-39.2,187.3
-74.6,-32.6,192.3
-73.6,-34.0,192.1
-70.1,-29.1,201.3
-69.9,-26.8,206.7
-70.3,-23.3,212.9
-70.1,-29.8,204.5
-70.4,-22.3,206.2
-71.2,-24.3,197.3
-73.7,-37.0,184.8
-75.0,-38.8,177.5
-73.6,-33.1,184.2
-71.1,-18.3,197.8
-70.2,-16.7,201.5
-69.8,-28.2,197.9
-69.4,-26.8,200.9
-68.5,-24.3,208.5
-68.3,-23.9,208.5
-67.5,-14.0,216.6
-66.5,0.4,224.4
-68.6,1.2,221.8
-73.9,-5.8,214.6
-76.7,-14.4,206.3
-76.8,-18.2,202.3
-73.0,-20.2,203.9
-73.6,-29.7,198.9
-72.3,-30.5,203.6
-71.3,-27.5,210.7
-72.0,-21.5,220.4
-72.0,-16.2,225.8
-67.2,2.0,235.4
-67.5,-0.1,229.6
-69.2,-8.2,218.7
-72.9,-18.9,206.1
-73.2,-25.4,200.9
-68.4,-27.5,201.6
-72.1,-30.4,196.8
-72.8,-41.1,187.6
-70.6,-31.8,200.3
-69.8,-31.8,204.0
-70.0,-31.4,206.9
-68.3,-25.6,210.3
-70.1,-18.5,212.5
-70.8,-18.3,209.2
-75.0,-25.4,195.5
-76.5,-36.5,184.4
-75.3,-40.0,181.4
-72.0,-36.3,186.3
-71.8,-38.7,183.4
-71.7,-42.0,179.9
-73.9,-35.7,189.6
-75.2,-25.6,200.0
-75.5,-21.4,204.8
-72.8,-25.9,201.5
-73.6,-22.5,201.9
-73.4,-25.3,198.6
-73.9,-30.9,189.6
-74.3,-32.9,188.1
-74.4,-34.6,189.1
-72.4,-32.4,194.1
-72.5,-40.3,189.3
-71.8,-48.0,184.7
-71.1,-49.4,188.7
-72.5,-39.3,197.6
-73.1,-26.2,212.1
-76.2,-14.2,216.5
-76.8,-19.5,206.8
-75.6,-21.3,201.4
-77.7,-31.6,189.9
-78.5,-33.1,186.4
-79.8,-29.8,190.7
-76.0,-28.6,193.2
-72.8,-29.6,196.3
-70.3,-35.6,196.1
-68.2,-33.3,199.5
-68.2,-17.0,210.6
-65.8,-15.0,209.9
-70.2,-15.3,204.4
-72.9,-26.3,191.5
-76.8,-42.9,177.1
-77.3,-48.7,172.3
-76.3,-56.0,167.7
-74.0,-44.4,183.8
-72.7,-47.3,184.0
-71.5,-46.2,188.3
-68.7,-38.3,198.1
-69.1,-33.4,205.3
-71.2,-26.9,205.4
-72.8,-20.8,209.9
-72.2,-14.8,208.4
-77.1,-36.4,183.7
-78.0,-42.3,176.5
-76.7,-58.3,164.5
-74.0,-61.0,165.5
-73.7,-49.2,180.3
-71.0,-44.4,188.8
-70.2,-42.7,194.4
-70.4,-46.7,197.7
-70.8,-54.4,192.2
-72.7,-48.5,193.1
-72.4,-37.5,202.0
-73.2,-30.9,205.7
-75.5,-28.5,202.4
-76.1,-37.3,194.4
-73.7,-41.8,185.9
-71.2,-35.1,187.0
-72.5,-36.0,186.7
-70.3,-34.1,188.0
-63.0,-42.6,190.7
-64.4,-40.9,192.7
-64.5,-42.7,190.4
-67.3,-36.9,189.8
-70.2,-34.2,187.7
-72.1,-41.1,179.5
-72.1,-36.1,185.4
-71.6,-41.4,180.5
-64.6,-46.2,178.2
-64.3,-46.4,179.2
-62.8,-45.3,182.1
-61.4,-38.5,194.0
-61.1,-35.6,201.0
-60.7,-39.9,198.1
-62.3,-36.6,195.2
-65.3,-29.6,198.5
-67.7,-16.8,210.2
-71.9,-13.4,208.1
-75.6,-26.5,193.3
-77.2,-42.7,176.0
-83.1,-27.8,193.2
-83.7,-38.6,184.7
-83.7,-29.9,196.1
-83.0,-14.1,213.8
-83.0,-3.1,226.2
-81.5,-2.1,225.4
-80.0,3.7,230.0
-77.9,7.7,228.5
-79.3,2.6,223.8
-82.3,-3.5,216.2
-84.0,-11.2,207.9
-81.6,-16.3,203.5
-81.9,-28.2,192.7
-78.8,-25.3,196.7
-78.3,-23.4,201.6
-78.4,-27.7,199.2
-79.2,-25.5,203.6
-77.2,-17.1,211.0
-77.9,-13.8,211.9
-77.5,-24.7,200.1
-78.0,-23.0,199.4
-80.4,-28.1,192.2
-80.0,-29.2,191.2
-78.1,-34.8,187.3
-77.9,-38.5,185.5
-75.4,-28.0,197.0
-76.0,-23.7,202.9
-77.4,-35.5,194.8
-77.9,-39.3,188.3
-78.2,-29.9,193.5
-76.5,-39.4,182.2
-77.9,-50.8,169.3
-79.7,-49.4,168.0
-81.1,-58.3,161.2
-80.9,-67.3,150.9
-77.5,-58.9,162.5
-77.7,-58.2,165.5
-77.2,-44.8,180.1
-77.8,-36.0,193.3
-80.9,-46.0,182.6
-79.7,-30.0,197.6
-78.1,-17.5,205.6
-77.5,-18.9,200.9
-79.0,-24.5,192.9
-81.4,-35.4,183.9
-83.0,-48.1,173.7
-79.1,-43.9,177.5
-79.1,-51.1,171.4
-79.1,-40.1,186.5
-76.5,-24.7,201.3
-75.6,-22.7,204.9
-78.8,-27.4,198.5
-81.4,-25.0,196.7
-81.9,-22.8,194.2
-83.3,-38.5,175.1
-84.7,-39.4,173.3
-83.8,-21.1,190.3
-82.1,-39.1,178.3
-79.2,-30.1,188.4
-76.3,-29.9,191.3
-74.0,-33.5,193.6
-73.2,-25.5,202.0
-73.5,-13.0,211.9
-77.4,-26.1,200.5
-77.6,-24.2,193.9
-79.9,-34.5,183.1
-82.6,-35.7,179.0
-81.8,-27.9,186.1
-81.5,-31.4,180.2
-77.6,-23.5,188.5
-75.6,-20.9,196.5
-73.8,-22.0,198.2
-73.2,-28.1,198.8
-74.4,-26.5,201.4
-75.1,-19.3,207.6
-74.2,-11.0,211.4
-75.1,-15.2,205.2
-76.5,-17.1,203.0
-78.6,-20.3,198.6
-79.1,-24.9,194.9
-77.8,-29.9,191.4
-79.3,-31.7,190.3
-76.8,-30.4,194.3
-74.4,-30.3,198.2
-74.6,-27.9,203.8
-76.8,-28.7,204.8
-77.1,-25.7,206.3
-75.9,-20.8,206.5
-78.0,-42.7,178.5
-78.9,-41.0,176.5
-80.7,-51.5,168.6
-79.5,-41.1,178.7
-79.6,-38.9,178.6
-76.2,-48.9,171.3
-74.2,-49.5,176.5
-77.2,-47.4,185.0
-82.7,-49.0,179.7
-82.8,-47.0,177.1
-79.4,-28.5,193.2
-77.1,-22.0,198.0
-76.5,-26.9,191.9
-75.2,-36.4,182.5
-70.1,-39.9,182.6
-62.4,-31.1,195.0
-60.2,-29.6,198.5
-59.3,-27.8,203.4
-59.5,-23.8,210.4
-63.1,-22.7,212.0
-66.8,-24.1,206.7
-70.5,-22.7,197.6
-71.3,-29.3,187.6
-74.5,-38.4,176.3
-75.6,-26.4,183.6
-77.4,-21.3,195.1
-71.0,-11.7,208.5
-70.4,-14.4,207.3
-70.8,-29.0,198.3
-70.0,-26.0,201.4
-71.2,-26.3,200.2
-75.2,-25.7,197.4
-77.3,-15.7,204.1
-79.8,-12.3,204.6
-81.9,-17.5,198.0
-82.7,-18.1,197.6
-83.4,-23.1,194.1
-78.6,-13.7,200.9
-79.5,-13.4,200.6
-79.5,-14.9,200.7
-77.4,-2.8,213.5
-78.9,-6.5,212.0
-80.4,-1.3,212.8
-80.6,1.9,212.2
-79.3,-2.2,203.7
-78.5,-2.3,201.8
-78.6,-3.4,197.1
-77.7,-15.7,185.3
-74.4,0.0,195.9
-71.8,-6.3,188.3
-72.1,-11.4,185.1
-72.9,-8.7,190.4
-74.4,-12.8,188.4
-73.1,-12.5,193.5
-75.4,-7.2,201.2
-76.9,-1.8,204.6
-78.5,10.0,216.3
-78.4,11.9,215.3
-78.5,9.4,212.7
-80.9,9.6,214.1
-82.3,8.4,212.2
-83.0,10.5,214.5
-80.8,4.3,204.1
-81.0,1.2,202.9
-81.4,-8.9,193.1
-82.2,-11.4,188.3
-81.5,-3.8,197.1
-81.3,1.2,206.8
-78.1,-0.6,204.7
-76.3,1.2,208.4
-78.7,-1.9,205.7
-80.1,-1.8,203.0
-79.5,2.9,206.5
-79.9,7.7,210.5
-78.2,3.3,202.7
-79.0,-2.2,196.8
-79.4,-6.4,191.7
-80.5,-10.7,189.3
-80.5,-5.6,196.8
-77.9,-2.4,200.0
-75.9,-0.2,201.8
-77.2,-0.6,199.7
-79.5,-4.4,196.6
-80.2,-5.9,195.0
-80.6,-0.3,198.3
-78.8,-0.6,198.1
-79.6,-1.8,196.8
-80.2,-4.0,193.0
-81.8,-10.2,188.3
-83.3,-10.0,190.2
-83.1,-4.7,197.0
-81.5,2.4,202.6
-80.7,5.5,206.6
-82.0,4.9,207.5
-83.1,3.8,204.8
-83.5,7.9,210.8
-80.9,8.6,208.9
-77.9,9.7,209.8
-78.1,13.2,214.4
-78.8,8.4,209.0
-79.5,6.5,206.9
-77.9,3.9,205.1
-77.1,5.5,206.4
-74.5,2.5,201.5
-75.6,3.1,201.4
